meeting_id,bank,meeting_date,meeting_cycle_score,meeting_score_change,rolling_3_meeting_score,rolling_6_meeting_score,rolling_3_score_change,rolling_6_score_change,shift_signal,next_decision,next_rate_change_bps,next_decision_alignment,next_rate_change_alignment,score_change_bucket,validation_note
NORGES_BANK_2023_06_B,NORGES_BANK,2023-06-01,0.0,0.0,0.0077134986225895,0.0038567493112947,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2023_06_C,NORGES_BANK,2023-06-01,0.0,0.0,0.0,0.0038567493112947,-0.0077134986225895,0.0,stable,hike,50.0,False,False,-1.0 to 1.0,
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,0.0,0.0,0.0,0.0038567493112947,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2024_06_D,NORGES_BANK,2024-07-24,0.1692307692307692,0.1692307692307692,0.0564102564102564,0.0320618775164229,0.0564102564102564,0.0282051282051282,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2025_06_C,NORGES_BANK,2025-06-01,0.0,-0.1692307692307692,0.0564102564102564,0.0282051282051282,0.0,-0.0038567493112947014,stable,hold,0.0,True,True,-1.0 to 1.0,
NORGES_BANK_2025_06_D,NORGES_BANK,2026-01-29,0.3,0.3,0.1564102564102564,0.0782051282051282,0.1,0.05,stable,unknown,,False,,-1.0 to 1.0,
RBA_2021_02,RBA,2021-02-02,-0.0375,,-0.0375,-0.0375,,,stable,hold,0.0,True,True,,
RBA_2021_03,RBA,2021-03-02,-0.41875,-0.38125,-0.228125,-0.228125,-0.190625,-0.190625,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_04,RBA,2021-04-06,0.0,0.41875,-0.1520833333333333,-0.1520833333333333,0.0760416666666667,0.0760416666666667,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_05,RBA,2021-05-04,0.0,0.0,-0.1395833333333333,-0.1140625,0.012499999999999983,0.038020833333333295,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_06,RBA,2021-06-01,0.0,0.0,0.0,-0.09125,0.1395833333333333,0.0228125,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_07,RBA,2021-07-06,0.0,0.0,0.0,-0.0760416666666666,0.0,0.015208333333333393,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_08,RBA,2021-08-03,-0.4375,-0.4375,-0.1458333333333333,-0.1427083333333333,-0.1458333333333333,-0.0666666666666667,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_09,RBA,2021-09-07,-0.4725,-0.0349999999999999,-0.3033333333333333,-0.1516666666666666,-0.1575,-0.00895833333333329,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_10,RBA,2021-10-05,0.4375,0.91,-0.1575,-0.07875,0.1458333333333333,0.07291666666666659,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_11,RBA,2021-11-02,0.0,-0.4375,-0.0116666666666666,-0.07875,0.1458333333333334,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2021_12,RBA,2021-12-07,0.0,0.0,0.1458333333333333,-0.07875,0.1574999999999999,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2022_02,RBA,2022-02-01,-0.4596679166426281,-0.4596679166426281,-0.153222638880876,-0.155361319440438,-0.2990559722142093,-0.07661131944043799,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2022_03,RBA,2022-03-01,0.725,1.1846679166426282,0.0884440277857906,0.0383886805595619,0.24166666666666659,0.1937499999999999,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
RBA_2022_04,RBA,2022-04-05,0.0,-0.725,0.0884440277857906,0.1171386805595619,0.0,0.07875000000000001,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2022_05,RBA,2022-05-03,0.4540414066556504,0.4540414066556504,0.3930138022185501,0.119895581668837,0.3045697744327595,0.002756901109275095,stable,hike,50.0,False,False,-1.0 to 1.0,
RBA_2022_06,RBA,2022-06-07,-0.2604458055350961,-0.7144872121907465,0.0645318670401847,0.0764879474129876,-0.3284819351783654,-0.0434076342558494,stable,hike,50.0,False,False,-1.0 to 1.0,
RBA_2022_07,RBA,2022-07-05,0.0,0.2604458055350961,0.0645318670401847,0.0764879474129876,0.0,0.0,stable,hike,50.0,False,False,-1.0 to 1.0,
RBA_2022_08,RBA,2022-08-02,0.1416666666666667,0.1416666666666667,-0.0395930462894764,0.1767103779645368,-0.10412491332966109,0.10022243055154921,stable,hike,50.0,False,False,-1.0 to 1.0,
RBA_2022_09,RBA,2022-09-06,-0.7184210940655059,-0.8600877607321726,-0.192251475799613,-0.0638598043797141,-0.15265842951013658,-0.24057018234425093,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2022_10,RBA,2022-10-04,0.4540414066556504,1.1724625007211564,-0.0409043402477296,0.0118137633962275,0.1513471355518834,0.0756735677759416,hawkish_shift,hike,25.0,True,True,1.0 to 2.5,
RBA_2022_11,RBA,2022-11-01,0.5333333333333334,0.079291926677683,0.0896512153078259,0.0250290845091747,0.13055555555555548,0.013215321112947199,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2022_12,RBA,2022-12-06,0.1666666666666666,-0.3666666666666668,0.3846804688852168,0.0962144965428018,0.2950292535773909,0.0711854120336271,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2023_02,RBA,2023-02-07,0.125,-0.0416666666666666,0.275,0.1170478298761352,-0.10968046888521676,0.020833333333333398,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2023_03,RBA,2023-03-07,3.876221875540868,3.751221875540868,1.3892961807358448,0.7394736980218354,1.114296180735845,0.6224258681457002,hawkish_shift,hold,0.0,False,False,>= 2.5,
RBA_2023_04,RBA,2023-04-04,2.1300000000000003,-1.7462218755408676,2.043740625180289,1.214210547032753,0.6544444444444442,0.4747368490109177,dovish_shift,hike,25.0,False,False,-2.5 to -1.0,
RBA_2023_05,RBA,2023-05-02,2.0125,-0.1175000000000001,2.672907291846956,1.473953645923478,0.6291666666666669,0.259743098890725,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2023_06,RBA,2023-06-06,1.2125,-0.8000000000000003,1.785,1.5871480903679227,-0.8879072918469559,0.1131944444444446,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2023_07,RBA,2023-07-04,3.2387218755408678,2.026221875540868,2.1545739585136228,2.099157291846956,0.36957395851362285,0.5120092014790332,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
RBA_2023_08,RBA,2023-08-01,2.12717822215998,-1.1115436533808878,2.192800032566949,2.4328536622069525,0.03822607405332645,0.33369637035999666,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBA_2023_09,RBA,2023-09-05,1.6625000000000003,-0.4646782221599796,2.3428000325669496,2.063900016283475,0.15000000000000036,-0.3689536459234777,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2023_10,RBA,2023-10-03,2.155,0.4924999999999995,1.98155940738666,2.0680666829501413,-0.36124062518028954,0.00416666666666643,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2023_11,RBA,2023-11-07,2.203571428571429,0.0485714285714293,2.007023809523809,2.09991192104538,0.025464402137149067,0.03184523809523876,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2023_12,RBA,2023-12-05,2.1833333333333336,-0.0202380952380956,2.1806349206349207,2.261717476600935,0.1736111111111116,0.1618055555555551,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2024_02,RBA,2024-02-06,0.03125,-2.1520833333333336,1.4727182539682542,1.727138830677457,-0.7079166666666665,-0.534578645923478,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBA_2024_03,RBA,2024-03-19,1.8000000000000005,1.7687500000000005,1.338194444444445,1.6726091269841274,-0.13452380952380927,-0.054529703693329656,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
RBA_2024_05,RBA,2024-05-07,0.5750000000000001,-1.2250000000000003,0.8020833333333335,1.491359126984127,-0.5361111111111114,-0.18125000000000036,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBA_2024_06,RBA,2024-06-18,3.404436146260018,2.8294361462600177,1.926478715420006,1.69959848469413,1.1243953820866726,0.20823935771000301,hawkish_shift,hold,0.0,False,False,>= 2.5,
RBA_2024_08,RBA,2024-08-06,3.5659098757716383,0.1614737295116204,2.515115340677218,1.926654892560832,0.5886366252572122,0.2270564078667019,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2024_09,RBA,2024-09-24,2.4718750000000003,-1.094034875771638,3.1474070073438853,1.9747451703386092,0.6322916666666671,0.04809027777777719,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBA_2024_11,RBA,2024-11-05,1.8427529515563572,-0.6291220484436431,2.626845942442665,2.276662328931336,-0.5205610649012202,0.3019171585927267,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2024_12,RBA,2024-12-10,1.2164097768037434,-0.6263431747526138,1.8436792427867,2.17939729173196,-0.7831666996559652,-0.09726503719937574,stable,cut,-25.0,False,False,-1.0 to 1.0,
RBA_2025_02,RBA,2025-02-18,1.0016308361475514,-0.2147789406561919,1.3535978548358838,2.2505024310898847,-0.4900813879508161,0.07110513935792451,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2025_04,RBA,2025-04-01,-0.2002632034720564,-1.2018940396196078,0.6725924698264129,1.6497192061345392,-0.6810053850094709,-0.6007832249553455,dovish_shift,cut,-25.0,True,True,-2.5 to -1.0,
RBA_2025_05,RBA,2025-05-20,-0.9304736875252404,-0.730210484053184,-0.0430353516165817,0.9003219455850592,-0.7156278214429945,-0.74939726054948,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2025_07,RBA,2025-07-08,-0.4625,0.4679736875252404,-0.5310789636657657,0.4112594455850591,-0.488043612049184,-0.48906250000000007,stable,cut,-25.0,False,False,-1.0 to 1.0,
RBA_2025_08,RBA,2025-08-12,-0.0369397651459353,0.4255602348540647,-0.4766378175570585,0.0979773261346771,0.054441146108707206,-0.313282119450382,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2025_09,RBA,2025-09-30,-0.4837280729377004,-0.4467883077917651,-0.3277226126945452,-0.1853789821555635,0.14891520486251325,-0.2833563082902406,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2025_11,RBA,2025-11-04,-0.475,0.0087280729377004,-0.3318892793612119,-0.4314841215134887,-0.004166666666666652,-0.2461051393579252,stable,hold,0.0,True,True,-1.0 to 1.0,
RBA_2025_12,RBA,2025-12-09,-0.5187674833210577,-0.0437674833210577,-0.4924985187529193,-0.4845681681549889,-0.1606092393917074,-0.05308404664150018,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2026_02,RBA,2026-02-03,-0.1229003749927884,0.3958671083282693,-0.3722226194379487,-0.349972616066247,0.12027589931497057,0.13459555208874185,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2026_03,RBA,2026-03-17,-0.1088658851913054,0.014034489801483,-0.2501779145017171,-0.2910335969314645,0.1220447049362316,0.0589390191347825,stable,hike,25.0,False,False,-1.0 to 1.0,
RBA_2026_05,RBA,2026-05-05,0.1708333333333334,0.2796992185246388,-0.0203109756169201,-0.2564047471849197,0.229866938884797,0.03462884974654484,stable,,,,,-1.0 to 1.0,
RBNZ_2021_02,RBNZ,2021-02-23,0.0,,0.0,0.0,,,stable,hold,0.0,True,True,,
RBNZ_2021_05,RBNZ,2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RBNZ_2021_08,RBNZ,2021-08-17,-0.0848484848484848,-0.0848484848484848,-0.0282828282828282,-0.0282828282828282,-0.0282828282828282,-0.0282828282828282,stable,hike,100.0,False,False,-1.0 to 1.0,
RBNZ_2021_11,RBNZ,2021-11-23,1.8,1.8848484848484848,0.5717171717171717,0.4287878787878788,0.6,0.45707070707070696,hawkish_shift,hike,25.0,True,True,1.0 to 2.5,
RBNZ_2022_02,RBNZ,2022-02-22,0.8181818181818186,-0.9818181818181816,0.8444444444444447,0.5066666666666668,0.27272727272727293,0.07787878787878805,stable,hold,0.0,True,True,-1.0 to 1.0,
RBNZ_2022_05,RBNZ,2022-05-24,-2.1272727272727274,-2.945454545454546,0.1636363636363637,0.0676767676767677,-0.680808080808081,-0.43898989898989915,dovish_shift,hold,0.0,False,False,<= -2.5,
RBNZ_2022_08,RBNZ,2022-08-16,-0.3272727272727268,1.8000000000000007,-0.5454545454545453,0.0131313131313132,-0.709090909090909,-0.054545454545454494,hawkish_shift,hike,85.0,True,True,1.0 to 2.5,
RBNZ_2022_11,RBNZ,2022-11-22,0.0,0.3272727272727268,-0.818181818181818,0.0131313131313132,-0.2727272727272727,0.0,stable,hike,85.0,False,False,-1.0 to 1.0,
RBNZ_2023_02,RBNZ,2023-02-21,-0.9818181818181818,-0.9818181818181818,-0.4363636363636363,-0.1363636363636362,0.3818181818181817,-0.14949494949494938,stable,hike,25.0,False,False,-1.0 to 1.0,
RBNZ_2023_05,RBNZ,2023-05-23,2.7818181818181813,3.7636363636363632,0.5999999999999996,0.0272727272727272,1.036363636363636,0.16363636363636339,hawkish_shift,hike,25.0,True,True,>= 2.5,
RBNZ_2023_08,RBNZ,2023-08-15,1.963636363636364,-0.8181818181818172,1.2545454545454542,0.2181818181818181,0.6545454545454545,0.1909090909090909,stable,hike,25.0,False,False,-1.0 to 1.0,
RBNZ_2023_11,RBNZ,2023-11-28,1.267970000576926,-0.695666363059438,2.0044748486771566,0.7840556061567604,0.7499293941317025,0.5658737879749423,stable,hold,0.0,True,True,-1.0 to 1.0,
RBNZ_2024_02,RBNZ,2024-02-27,-2.231751831832688,-3.499721832409614,0.3332848441268671,0.4666424220634336,-1.6711900045502897,-0.3174131840933268,dovish_shift,hike,25.0,False,False,<= -2.5,
RBNZ_2024_05,RBNZ,2024-05-22,0.3000000000000001,2.5317518318326884,-0.2212606104185875,0.5166424220634336,-0.5545454545454546,0.04999999999999999,hawkish_shift,cut,-25.0,False,False,>= 2.5,
RBNZ_2024_08,RBNZ,2024-08-14,-0.7130824984134558,-1.013082498413456,-0.8816114434153816,0.5614317026308878,-0.6603508329967941,0.04478928056745424,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBNZ_2024_11,RBNZ,2024-11-27,2.498044999134613,3.211127497548069,0.6949875002403855,0.5141361721836265,1.576598943655767,-0.047295530447261314,hawkish_shift,hold,0.0,False,False,>= 2.5,
RBNZ_2025_02,RBNZ,2025-02-18,-0.9973206826442336,-3.4953656817788463,0.2625472726923076,0.0206433311368602,-0.43244022754807787,-0.49349284104676633,dovish_shift,cut,-25.0,True,True,<= -2.5,
RBNZ_2025_05,RBNZ,2025-05-27,0.4754065900830391,1.4727272727272729,0.6587103021911392,-0.1114505706121209,0.39616302949883164,-0.13209390174898109,hawkish_shift,cut,-25.0,False,False,1.0 to 2.5,
RBNZ_2025_08,RBNZ,2025-08-19,-1.1869358177800693,-1.6623424078631084,-0.5696166367804215,0.0626854317299822,-1.2283269389715608,0.17413600234210308,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
RBNZ_2025_11,RBNZ,2025-11-26,0.3272727272727274,1.514208545052797,-0.1280855001414345,0.0672308862754367,0.441531136638987,0.004545454545454505,hawkish_shift,cut,-25.0,False,False,1.0 to 2.5,
RBNZ_2026_02,RBNZ,2026-02-18,-3.270786251488204,-3.598058978760931,-1.3768164473318487,-0.3590530725703545,-1.2487309471904142,-0.42628395884579123,dovish_shift,hike,25.0,False,False,<= -2.5,
RBNZ_2026_05,RBNZ,2026-05-26,0.4206806095520488,3.691466861040253,-0.8409443048878092,-0.7052804708341153,0.5358721424440395,-0.34622739826376076,hawkish_shift,,,,,>= 2.5,
RIKSBANK_2021_06_A,RIKSBANK,2021-06-01,0.0,,0.0,0.0,,,stable,hold,0.0,True,True,,
RIKSBANK_2021_06_B,RIKSBANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2021_06_C,RIKSBANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2021_06_D,RIKSBANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2021_06_E,RIKSBANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2022_06_A,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2022_06_B,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2022_06_C,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2022_06_D,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2023_06_A,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2023_06_B,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2023_06_C,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2023_06_D,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,0.0110671936758893,0.0110671936758893,0.0036890645586297,0.0018445322793148,0.0036890645586297,0.0018445322793148,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2024_06_A,RIKSBANK,2024-06-01,0.0,-0.0110671936758893,0.0036890645586297,0.0018445322793148,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_B,RIKSBANK,2024-06-01,0.0,0.0,0.0036890645586297,0.0018445322793148,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_C,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0018445322793148,-0.0036890645586297,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_D,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0018445322793148,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_E,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0018445322793148,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2024_06_F,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0,-0.0018445322793148,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_G,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,0.0199134199134199,0.0199134199134199,0.0066378066378066,0.0033189033189033,0.0066378066378066,0.0033189033189033,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2025_06_C,RIKSBANK,2025-06-01,0.0,-0.0199134199134199,0.0066378066378066,0.0033189033189033,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2025_06_H,RIKSBANK,2025-06-01,0.4221337162435032,0.4221337162435032,0.147349045385641,0.0736745226928205,0.1407112387478344,0.0703556193739172,stable,unknown,,False,,-1.0 to 1.0,
RIKSBANK_2026_06,RIKSBANK,2026-06-01,0.0,-0.4221337162435032,0.1407112387478344,0.0736745226928205,-0.006637806637806609,0.0,stable,,,,,-1.0 to 1.0,
SNB_2021_03,SNB,2021-04-15,0.0,,0.0,0.0,,,stable,unknown,,False,,,
SNB_2021_06,SNB,2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2021_09,SNB,2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2021_12,SNB,2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2022_03,SNB,2022-03-29,0.3499999999999999,0.3499999999999999,0.1166666666666666,0.0699999999999999,0.1166666666666666,0.0699999999999999,stable,unknown,,False,,-1.0 to 1.0,
SNB_2022_06,SNB,2022-06-16,0.0,-0.3499999999999999,0.1166666666666666,0.0583333333333333,0.0,-0.011666666666666596,stable,unknown,,False,,-1.0 to 1.0,
SNB_2022_09,SNB,2022-09-22,0.0,0.0,0.1166666666666666,0.0583333333333333,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2022_12,SNB,2022-12-15,0.0,0.0,0.0,0.0583333333333333,-0.1166666666666666,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2023_03,SNB,2023-03-23,0.0,0.0,0.0,0.0583333333333333,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2023_06,SNB,2023-06-22,0.0,0.0,0.0,0.0583333333333333,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2023_09,SNB,2023-09-21,0.0,0.0,0.0,0.0,0.0,-0.0583333333333333,stable,unknown,,False,,-1.0 to 1.0,
SNB_2023_12,SNB,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2024_03,SNB,2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2024_06,SNB,2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2024_09,SNB,2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2024_12,SNB,2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2025_03,SNB,2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
SNB_2025_06,SNB,2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
SNB_2025_09,SNB,2025-09-25,-0.1076923076923076,-0.1076923076923076,-0.0358974358974358,-0.0179487179487179,-0.0358974358974358,-0.0179487179487179,stable,unknown,,False,,-1.0 to 1.0,
SNB_2025_12,SNB,2025-12-11,-1.3999999999999997,-1.2923076923076922,-0.5025641025641024,-0.2512820512820512,-0.4666666666666667,-0.23333333333333334,dovish_shift,unknown,,False,,-2.5 to -1.0,
