meeting_id,bank,meeting_date,meeting_cycle_score,hawkometer_signal,hawkometer_signal_strength,decision,rate_change_bps,next_decision,next_rate_change_bps,same_meeting_direction_correct,next_meeting_direction_correct,absolute_error_bps,signal_hit_rate_by_bank,hit_rate_by_signal_type,validation_note
RBA_2025_07,RBA,2025-07-08,-0.4625,neutral,neutral,hold,0.0,cut,-25.0,True,False,0.0,0.5,0.8,
RBA_2025_08,RBA,2025-08-12,-0.0369397651459353,neutral,neutral,cut,-25.0,hold,0.0,False,True,25.0,0.5,0.8,
RBA_2025_09,RBA,2025-09-30,-0.4837280729377004,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2025_11,RBA,2025-11-04,-0.475,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2025_12,RBA,2025-12-09,-0.5187674833210577,neutral,neutral,hold,0.0,hike,25.0,True,False,0.0,0.5,0.8,
RBA_2026_02,RBA,2026-02-03,-0.1229003749927884,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2026_03,RBA,2026-03-17,-0.1088658851913054,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2026_05,RBA,2026-05-05,0.1708333333333334,neutral,neutral,hike,25.0,,,False,,25.0,0.5,0.8,
RBNZ_2021_02,RBNZ,2021-02-23,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5454545454545454,0.8,
RBNZ_2021_05,RBNZ,2021-05-25,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5454545454545454,0.8,
RBNZ_2021_08,RBNZ,2021-08-17,-0.0848484848484848,neutral,neutral,hold,0.0,hike,100.0,True,False,0.0,0.5454545454545454,0.8,
RBNZ_2021_11,RBNZ,2021-11-23,1.8,hawkish,hawkish,hike,100.0,hike,25.0,True,True,75.0,0.5454545454545454,0.3333333333333333,
RBNZ_2022_02,RBNZ,2022-02-22,0.8181818181818186,neutral,neutral,hike,25.0,hold,0.0,False,True,25.0,0.5454545454545454,0.8,
RBNZ_2022_05,RBNZ,2022-05-24,-2.1272727272727274,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.5454545454545454,0.12,
RBNZ_2022_08,RBNZ,2022-08-16,-0.3272727272727268,neutral,neutral,hold,0.0,hike,85.0,True,False,0.0,0.5454545454545454,0.8,
RBNZ_2022_11,RBNZ,2022-11-22,0.0,neutral,neutral,hike,85.0,hike,85.0,False,False,85.0,0.5454545454545454,0.8,
RBNZ_2023_02,RBNZ,2023-02-21,-0.9818181818181818,neutral,neutral,hike,85.0,hike,25.0,False,False,85.0,0.5454545454545454,0.8,
RBNZ_2023_05,RBNZ,2023-05-23,2.7818181818181813,hawkish,strong_hawkish,hike,25.0,hike,25.0,True,True,0.0,0.5454545454545454,0.3333333333333333,
RBNZ_2023_08,RBNZ,2023-08-15,1.963636363636364,hawkish,hawkish,hike,25.0,hike,25.0,True,True,0.0,0.5454545454545454,0.3333333333333333,
RBNZ_2023_11,RBNZ,2023-11-28,1.267970000576926,hawkish,hawkish,hike,25.0,hold,0.0,True,False,0.0,0.5454545454545454,0.3333333333333333,
RBNZ_2024_02,RBNZ,2024-02-27,-2.231751831832688,dovish,dovish,hold,0.0,hike,25.0,False,False,25.0,0.5454545454545454,0.12,
RBNZ_2024_05,RBNZ,2024-05-22,0.3000000000000001,neutral,neutral,hike,25.0,cut,-25.0,False,False,25.0,0.5454545454545454,0.8,
RBNZ_2024_08,RBNZ,2024-08-14,-0.7130824984134558,neutral,neutral,cut,-25.0,hold,0.0,False,True,25.0,0.5454545454545454,0.8,
RBNZ_2024_11,RBNZ,2024-11-27,2.498044999134613,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5454545454545454,0.3333333333333333,
RBNZ_2025_02,RBNZ,2025-02-18,-0.9973206826442336,neutral,neutral,hold,0.0,cut,-25.0,True,False,0.0,0.5454545454545454,0.8,
RBNZ_2025_05,RBNZ,2025-05-27,0.4754065900830391,neutral,neutral,cut,-25.0,cut,-25.0,False,False,25.0,0.5454545454545454,0.8,
RBNZ_2025_08,RBNZ,2025-08-19,-1.1869358177800693,dovish,dovish,cut,-25.0,hold,0.0,True,False,0.0,0.5454545454545454,0.12,
RBNZ_2025_11,RBNZ,2025-11-26,0.3272727272727274,neutral,neutral,hold,0.0,cut,-25.0,True,False,0.0,0.5454545454545454,0.8,
RBNZ_2026_02,RBNZ,2026-02-18,-3.270786251488204,dovish,strong_dovish,cut,-25.0,hike,25.0,True,False,0.0,0.5454545454545454,0.12,
RBNZ_2026_05,RBNZ,2026-05-26,0.4206806095520488,neutral,neutral,hike,25.0,,,False,,25.0,0.5454545454545454,0.8,
RIKSBANK_2021_06_A,RIKSBANK,2021-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2021_06_B,RIKSBANK,2021-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2021_06_C,RIKSBANK,2021-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2021_06_D,RIKSBANK,2021-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2021_06_E,RIKSBANK,2021-06-01,0.0,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2022_06_A,RIKSBANK,2022-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,1.0,0.8,
RIKSBANK_2022_06_B,RIKSBANK,2022-06-01,0.0,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2022_06_C,RIKSBANK,2022-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
RIKSBANK_2022_06_D,RIKSBANK,2022-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,1.0,0.8,
RIKSBANK_2023_06_A,RIKSBANK,2023-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2023_06_B,RIKSBANK,2023-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2023_06_C,RIKSBANK,2023-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2023_06_D,RIKSBANK,2023-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,0.0110671936758893,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2024_06_A,RIKSBANK,2024-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,1.0,0.8,
RIKSBANK_2024_06_B,RIKSBANK,2024-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2024_06_C,RIKSBANK,2024-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2024_06_D,RIKSBANK,2024-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2024_06_E,RIKSBANK,2024-06-01,0.0,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2024_06_F,RIKSBANK,2024-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,1.0,0.8,
RIKSBANK_2024_06_G,RIKSBANK,2024-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,1.0,0.8,
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,0.0199134199134199,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2025_06_C,RIKSBANK,2025-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
RIKSBANK_2025_06_H,RIKSBANK,2025-06-01,0.4221337162435032,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
RIKSBANK_2026_06,RIKSBANK,2026-06-01,0.0,neutral,neutral,unknown,,,,,,,1.0,0.8,
SNB_2021_03,SNB,2021-04-15,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2021_06,SNB,2021-06-17,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2021_09,SNB,2021-09-23,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2021_12,SNB,2021-12-16,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2022_03,SNB,2022-03-29,0.3499999999999999,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2022_06,SNB,2022-06-16,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2022_09,SNB,2022-09-22,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2022_12,SNB,2022-12-15,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2023_03,SNB,2023-03-23,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2023_06,SNB,2023-06-22,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2023_09,SNB,2023-09-21,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2023_12,SNB,2023-12-14,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2024_03,SNB,2024-03-21,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2024_06,SNB,2024-06-20,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2024_09,SNB,2024-09-26,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2024_12,SNB,2024-12-12,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2025_03,SNB,2025-03-20,0.0,neutral,neutral,unknown,,unknown,,,,,1.0,0.8,
SNB_2025_06,SNB,2025-06-19,0.0,neutral,neutral,unknown,,hold,0.0,,True,,1.0,0.8,
SNB_2025_09,SNB,2025-09-25,-0.1076923076923076,neutral,neutral,hold,0.0,unknown,,True,,0.0,1.0,0.8,
SNB_2025_12,SNB,2025-12-11,-1.3999999999999997,dovish,dovish,unknown,,unknown,,,,,1.0,0.12,
