meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
BOE_2025_06_D,BOE,2025-06-01,DOC_D71B98DAD310,speech,Speeches,Unexpected curves − remarks by Alan Taylor,Alan Taylor,2025-06-01,0,data\BOE\Speeches\2025-06-01 - Alan Taylor - Unexpected curves − remarks by Alan Taylor.txt,https://www.bankofengland.co.uk/speech/2025/july/alan-taylor-panellist-at-ecb-forum-on-central-banking-2025,speech_after_meeting,0.7
BOE_2025_06_D,BOE,2025-06-01,DOC_8FD555AA52C9,speech,Speeches,Weathering the storm: stability in a changing climate - speech by Sarah Breeden,Sarah Breeden,2025-06-01,0,data\BOE\Speeches\2025-06-01 - Sarah Breeden - Weathering the storm_ stability in a changing climate - speech by Sarah Breeden.txt,https://www.bankofengland.co.uk/speech/2025/july/sarah-breeden-speech-at-the-annual-chapman-barrigan-lecture-series,speech_after_meeting,0.7
BOE_2025_06_D,BOE,2025-06-01,DOC_3A9DEEA91702,speech,Speeches,What if things are different? - speech by Clare Lombardelli,Clare Lombardelli,2025-06-01,0,data\BOE\Speeches\2025-06-01 - Clare Lombardelli - What if things are different_ - speech by Clare Lombardelli.txt,https://www.bankofengland.co.uk/speech/2025/may/clare-lombardelli-keynote-speech-at-the-bank-of-england-bank-watchers-conference,speech_after_meeting,0.7
BOE_2025_06_A,BOE,2025-06-01,DOC_9C89C4ACCFFF,statement,Monetary Policy,Monetary Policy Report - August 2025,,2025-06-01,0,data\BOE\Monetary Policy\2025-06-01 - Monetary Policy Report - August 2025.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2025/august/monetary-policy-report-august-2025.pdf,anchor_statement,1.0
BOE_2025_06_B,BOE,2025-06-01,DOC_643898D84C7C,statement,Monetary Policy,Monetary Policy Report - February 2025,,2025-06-01,0,data\BOE\Monetary Policy\2025-06-01 - Monetary Policy Report - February 2025.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2025/february/monetary-policy-report-february-2025.pdf,anchor_statement,1.0
BOE_2025_06_C,BOE,2025-06-01,DOC_D3EAC3BB3BE5,statement,Monetary Policy,Monetary Policy Report - May 2025,,2025-06-01,0,data\BOE\Monetary Policy\2025-06-01 - Monetary Policy Report - May 2025.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2025/may/monetary-policy-report-may-2025.pdf,anchor_statement,1.0
BOE_2025_06_D,BOE,2025-06-01,DOC_9CE70AC2A23C,statement,Monetary Policy,Monetary Policy Report - November 2025,,2025-06-01,0,data\BOE\Monetary Policy\2025-06-01 - Monetary Policy Report - November 2025.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2025/november/monetary-policy-report-november-2025.pdf,anchor_statement,1.0
BOE_2026_06_B,BOE,2026-06-01,DOC_67CB5D69C29A,speech,Speeches,Building a banking regime for the future - speech by David Bailey,David Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - David Bailey - Building a banking regime for the future - speech by David Bailey.txt,https://www.bankofengland.co.uk/speech/2026/april/david-bailey-speech-jp-morgan-uk-banks-asset-and-liability-mgmt-conference,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_340F2A8FCBD7,speech,Speeches,Can AI make cutlery? - speech by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - Can AI make cutlery_ - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/may/andrew-bailey-speech-at-cutlers-feast-sheffield,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_DBEE1920EDE8,speech,Speeches,Central Bank Independence – in need of further thinking - Speech by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - Central Bank Independence – in need of further thinking - Speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/april/andrew-bailey-panellist-at-columbia-university-new-york,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_B77ECACC1F49,speech,Speeches,Clinical supervision − speech by Sam Woods,Sam Woods,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Sam Woods - Clinical supervision − speech by Sam Woods.txt,https://www.bankofengland.co.uk/speech/2026/may/sam-woods-speech-at-the-henry-thornton-lecture-bayes-business-school,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_097A039992EB,speech,Speeches,Data as a dialogue – speech by Vicky White,Vicky White,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Vicky White - Data as a dialogue – speech by Vicky White.txt,https://www.bankofengland.co.uk/speech/2026/march/vicky-white-speech-at-connect-global-group-4th-annual-treasury-and-capital-markets-forum,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_805DA74C5924,speech,Speeches,"Driving over the peak, or a false summit? − speech by Alan Taylor",Alan Taylor,2026-06-01,0,"data\BOE\Speeches\2026-06-01 - Alan Taylor - Driving over the peak, or a false summit_ − speech by Alan Taylor.txt",https://www.bankofengland.co.uk/-/media/boe/files/speech/2026/speech-by-alan-taylor-at-national-university-of-singapore.pdf,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_F08F2A3F908D,speech,Speeches,Forks in the Curve: whether and how to respond to monetary policy divergence - speech by Megan Greene,Megan Greene,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Megan Greene - Forks in the Curve_ whether and how to respond to monetary policy divergence - speech by Megan Greene.txt,https://www.bankofengland.co.uk/speech/2026/january/megan-greene-speech-at-the-resolution-foundation-worlds-apart,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_89CEB4833D14,speech,Speeches,Frenemies at the gates − speech by Rebecca Jackson,Rebecca Jackson,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Rebecca Jackson - Frenemies at the gates − speech by Rebecca Jackson.txt,https://www.bankofengland.co.uk/speech/2026/february/rebecca-jackson-speech-on-intraday-risk-management-and-principal-trading,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_544565DEF587,speech,Speeches,Getting fit for the future − speech by Afua Kyei,Afua Kyei,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Afua Kyei - Getting fit for the future − speech by Afua Kyei.txt,https://www.bankofengland.co.uk/speech/2026/january/getting-fit-for-the-future-speech-by-afua-kyei,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_B2275CC28FF3,speech,Speeches,Getting the right directions − speech by Alan Taylor,Alan Taylor,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Alan Taylor - Getting the right directions − speech by Alan Taylor.txt,https://www.bankofengland.co.uk/speech/2026/march/speech-by-alan-taylor-getting-the-right-directions,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_EC032561D545,speech,Speeches,Global imbalances in a more fragmented world – remarks by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - Global imbalances in a more fragmented world – remarks by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/january/andrew-bailey-meeting-of-the-bellagio-group-2026-at-the-boe,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_A017FC885FFB,speech,Speeches,Here we go again? Assessing the inflation risks of the recent energy shock − speech by Megan Greene,Megan Greene,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Megan Greene - Here we go again_ Assessing the inflation risks of the recent energy shock − speech by Megan Greene.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2026/here-we-go-again-assessing-the-inflation-risks-of-the-recent-energy-shock-speech-by-megan-greene.pdf,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_A4F24DC53E06,speech,Speeches,Innovation and Resilience in the BPA Sector – speech by Gareth Truran,Gareth Truran,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Gareth Truran - Innovation and Resilience in the BPA Sector – speech by Gareth Truran.txt,https://www.bankofengland.co.uk/speech/2026/april/gareth-truran-the-23rd-conference-on-bulk-annuities,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_3081B94BAB95,speech,Speeches,Maintaining momentum: progress in mutual supervision − speech by Charlotte Gerken,Charlotte Gerken,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Charlotte Gerken - Maintaining momentum_ progress in mutual supervision − speech by Charlotte Gerken.txt,https://www.bankofengland.co.uk/speech/2026/april/charlotte-gerken-speech-and-panel-at-the-building-societies-annual-conference,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_D4A20EA113E2,speech,Speeches,"Measure, Model, Tackle, Tailor: The Bank of England’s approach to assessing and managing climate impacts across its core objectives - speech by James Talbot",James Talbot,2026-06-01,0,"data\BOE\Speeches\2026-06-01 - James Talbot - Measure, Model, Tackle, Tailor_ The Bank of England’s approach to assessing and managing climate impacts across its core o.txt",https://www.bankofengland.co.uk/speech/2026/february/james-talbot-speech-at-the-london-school-of-economics,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_FF59F87EC8A8,speech,Speeches,Modernising money and markets − speech by Sarah Breeden,Sarah Breeden,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Sarah Breeden - Modernising money and markets − speech by Sarah Breeden.txt,https://www.bankofengland.co.uk/speech/2026/may/sarah-breeden-speech-at-city-week-the-future-of-money-in-a-digital-world,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_1C56A03859F1,speech,Speeches,Modernising the liquidity framework for banks and building societies - speech by Phil Evans,Phil Evans,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Phil Evans - Modernising the liquidity framework for banks and building societies - speech by Phil Evans.txt,https://www.bankofengland.co.uk/speech/2026/march/phil-evans-speech-at-the-university-of-leeds,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_FD2BD582BBE7,speech,Speeches,"Old exposures, new actors: implications for monetary policy of the UK’s external imbalances − speech by Catherine L. Mann",Catherine L. Mann,2026-06-01,0,"data\BOE\Speeches\2026-06-01 - Catherine L. Mann - Old exposures, new actors_ implications for monetary policy of the UK’s external imbalances − speech by Catherine L.txt",https://www.bankofengland.co.uk/-/media/boe/files/speech/2026/old-exposures-new-actors-speech-by-catherine-l-mann.pdf,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_B838A2DCDA49,speech,Speeches,Operational resilience in a rapidly changing world − speech by Liz Oakes,Liz Oakes,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Liz Oakes - Operational resilience in a rapidly changing world − speech by Liz Oakes.txt,https://www.bankofengland.co.uk/speech/2026/may/liz-oakes-speech-and-panel-at-the-kpmg-and-fitch-ratings-london-banking-summit,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_C41F1A68A3E5,speech,Speeches,Reforming cross-border payments – speech by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - Reforming cross-border payments – speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/march/andrew-bailey-opening-remarks-at-financial-stability-board-payments-summit,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_3BD418E15599,speech,Speeches,Remaining anchored: Monetary Policy in an unpredictable world - speech by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - Remaining anchored_ Monetary Policy in an unpredictable world - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/may/andrew-bailey-speech-at-the-reykjavik-2026-economic-conference,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_7516B470DD0B,speech,Speeches,Robustness - speech by Huw Pill,Huw Pill,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Huw Pill - Robustness - speech by Huw Pill.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2026/speech-given-by-huw-pill.pdf,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_D6FF1E320765,speech,Speeches,Stopping for gas − speech by Alan Taylor,Alan Taylor,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Alan Taylor - Stopping for gas − speech by Alan Taylor.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2026/stopping-for-gas.pdf,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_5F5349C2F9C6,speech,Speeches,Talking ’bout next generation − speech by Sarah Breeden,Sarah Breeden,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Sarah Breeden - Talking ’bout next generation − speech by Sarah Breeden.txt,https://www.bankofengland.co.uk/speech/2026/february/sarah-breeden-keynote-speech-at-the-city-financial-annual-payments-regulation-and-innovation-summit,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_D53AAD212A80,speech,Speeches,The Importance of Choice in Payments − speech by Victoria Cleland,Victoria Cleland,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Victoria Cleland - The Importance of Choice in Payments − speech by Victoria Cleland.txt,https://www.bankofengland.co.uk/speech/2026/may/victoria-cleland-fireside-chat-at-the-currency-research-banknote-conference,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_792B49A10C29,speech,Speeches,The evolution of the Bank’s approach to resolution − speech by Dave Ramsden,Dave Ramsden,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Dave Ramsden - The evolution of the Bank’s approach to resolution − speech by Dave Ramsden.txt,https://www.bankofengland.co.uk/speech/2026/january/dave-ramsden-speech-at-kings-college-london-the-evolution-of-resolution,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_752AC6E030B2,speech,Speeches,The world today – remarks by Andrew Bailey,Andrew Bailey,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Andrew Bailey - The world today – remarks by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2026/february/andrew-bailey-speech-at-the-imf-saudi-ministry-of-finance,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_E495B08D328E,speech,Speeches,This time is different? Speech by Sarah Breeden,Sarah Breeden,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Sarah Breeden - This time is different_ Speech by Sarah Breeden.txt,https://www.bankofengland.co.uk/speech/2026/april/sarah-breeden-at-the-program-on-international-financial-systems-and-harvard-law-school,speech_after_meeting,0.7
BOE_2026_06_B,BOE,2026-06-01,DOC_8B8ED2128977,speech,Speeches,Two-way street − speech by Alan Taylor,Alan Taylor,2026-06-01,0,data\BOE\Speeches\2026-06-01 - Alan Taylor - Two-way street − speech by Alan Taylor.txt,https://www.bankofengland.co.uk/speech/2026/april/alan-taylor-at-a-joint-conference-at-the-banque-de-france,speech_after_meeting,0.7
BOE_2026_06_A,BOE,2026-06-01,DOC_5B23170272EC,statement,Monetary Policy,Monetary Policy Report - April 2026,,2026-06-01,0,data\BOE\Monetary Policy\2026-06-01 - Monetary Policy Report - April 2026.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2026/april/monetary-policy-report-april-2026.pdf,anchor_statement,1.0
BOE_2026_06_B,BOE,2026-06-01,DOC_8D662D2D46B1,statement,Monetary Policy,Monetary Policy Report - February 2026,,2026-06-01,0,data\BOE\Monetary Policy\2026-06-01 - Monetary Policy Report - February 2026.txt,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2026/february/monetary-policy-report-february-2026.pdf,anchor_statement,1.0
BOJ_2026_01,BOJ,2026-01-23,DOC_D626A0DF25A3,statement,Monetary Policy,Statement on Monetary Policy [PDF 171KB],,2026-01-23,0,data\BOJ\Monetary Policy\2026-01-23 - Statement on Monetary Policy [PDF 171KB].txt,https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2026/k260123a.pdf,anchor_statement,1.0
BOJ_2026_01,BOJ,2026-01-23,DOC_3874183220B5,speech,Speeches,"""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting with Local Leaders in Ehime)",MASU Kazuyuki,2026-02-06,14,"data\BOJ\Speeches\2026-02-06 - MASU Kazuyuki - _Economic Activity, Prices, and Monetary Policy in Japan_ (Speech at a Meeting with Local Leaders in Ehime).txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260206a.htm,speech_after_meeting,0.7
BOJ_2026_01,BOJ,2026-01-23,DOC_088EB8FD782D,speech,Speeches,"""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting Held by the Kanagawa Keizai Doyukai)",the Kanagawa Keizai Doyukai),2026-02-13,21,"data\BOJ\Speeches\2026-02-13 - the Kanagawa Keizai Doyukai) - _Economic Activity, Prices, and Monetary Policy in Japan_ (Speech at a Meeting Held by the Kanagawa Keizai.txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260213a.htm,speech_after_meeting,0.7
BOJ_2026_01,BOJ,2026-01-23,DOC_8A8AB22101BD,speech,Speeches,"""Points Forming Lines, Evolving to Surfaces""(Opening Remarks at the 10th Meeting of the Liaison and Coordination Committee on Central Bank Digital Currency)",KAMIYAMA Kazushige,2026-02-17,25,"data\BOJ\Speeches\2026-02-17 - KAMIYAMA Kazushige - _Points Forming Lines, Evolving to Surfaces_(Opening Remarks at the 10th Meeting of the Liaison and Coordination Com.txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260217a.htm,speech_after_meeting,0.7
BOJ_2026_01,BOJ,2026-01-23,DOC_DD10F34865C4,speech,Speeches,"""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting with Local Leaders in Kyoto)",TAKATA Hajime,2026-02-26,34,"data\BOJ\Speeches\2026-02-26 - TAKATA Hajime - _Economic Activity, Prices, and Monetary Policy in Japan_ (Speech at a Meeting with Local Leaders in Kyoto).txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260226a.htm,speech_after_meeting,0.7
BOJ_2026_01,BOJ,2026-01-23,DOC_210A78B98728,speech,Speeches,"""Japan's Economy and Monetary Policy"" (Speech at a Meeting with Local Leaders in Wakayama)",HIMINO Ryozo,2026-03-02,38,data\BOJ\Speeches\2026-03-02 - HIMINO Ryozo - _Japan's Economy and Monetary Policy_ (Speech at a Meeting with Local Leaders in Wakayama).txt,https://www.boj.or.jp/en/about/press/koen_2026/ko260302a.htm,speech_after_meeting,0.7
BOJ_2026_01,BOJ,2026-01-23,DOC_39157E7586EB,speech,Speeches,"""The New Financial Ecosystem and the Role of Central Banks"" (Remarks at the FIN/SUM 2026)",UEDA Kazuo,2026-03-03,39,data\BOJ\Speeches\2026-03-03 - UEDA Kazuo - _The New Financial Ecosystem and the Role of Central Banks_ (Remarks at the FIN_SUM 2026).txt,https://www.boj.or.jp/en/about/press/koen_2026/ko260303a.htm,speech_after_meeting,0.7
BOJ_2026_03,BOJ,2026-03-19,DOC_C9CF6C08F3CA,statement,Monetary Policy,Statement on Monetary Policy [PDF 134KB],,2026-03-19,0,data\BOJ\Monetary Policy\2026-03-19 - Statement on Monetary Policy [PDF 134KB].txt,https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2026/k260319a.pdf,anchor_statement,1.0
BOJ_2026_04,BOJ,2026-04-28,DOC_FDB6D2AC0B8E,statement,Monetary Policy,Statement on Monetary Policy [PDF 92KB],,2026-04-28,0,data\BOJ\Monetary Policy\2026-04-28 - Statement on Monetary Policy [PDF 92KB].txt,https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2026/k260428a.pdf,anchor_statement,1.0
BOJ_2026_04,BOJ,2026-04-28,DOC_80A6121EA880,speech,Speeches,"""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting Held by the Kagoshima Keizai Doyukai)",the Kagoshima Keizai Doyukai),2026-05-14,16,"data\BOJ\Speeches\2026-05-14 - the Kagoshima Keizai Doyukai) - _Economic Activity, Prices, and Monetary Policy in Japan_ (Speech at a Meeting Held by the Kagoshima Keiz.txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260514a.htm,speech_after_meeting,0.7
BOJ_2026_04,BOJ,2026-04-28,DOC_F0C4F3DAD288,speech,Speeches,"""Promoting the Evolution and Stability of Japan's Financial System"" (Remarks at the AIMA Japan Annual Forum 2026)",KAMIYAMA Kazushige,2026-05-15,17,data\BOJ\Speeches\2026-05-15 - KAMIYAMA Kazushige - _Promoting the Evolution and Stability of Japan's Financial System_ (Remarks at the AIMA Japan Annual Forum 2026).txt,https://www.boj.or.jp/en/about/press/koen_2026/ko260515a.htm,speech_after_meeting,0.7
BOJ_2026_04,BOJ,2026-04-28,DOC_9FC59BC0D2D4,speech,Speeches,"""Singleness of Money and the Role of Central Banks"" (Speech at the Japan Society of Monetary Economics)",HIMINO Ryozo,2026-05-16,18,data\BOJ\Speeches\2026-05-16 - HIMINO Ryozo - _Singleness of Money and the Role of Central Banks_ (Speech at the Japan Society of Monetary Economics).txt,https://www.boj.or.jp/en/about/press/koen_2026/ko260516a.htm,speech_after_meeting,0.7
BOJ_2026_04,BOJ,2026-04-28,DOC_4CA7102E8E0D,speech,Speeches,"""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting with Local Leaders in Fukuoka)",KOEDA Junko,2026-05-21,23,"data\BOJ\Speeches\2026-05-21 - KOEDA Junko - _Economic Activity, Prices, and Monetary Policy in Japan_ (Speech at a Meeting with Local Leaders in Fukuoka).txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260521a.htm,speech_after_meeting,0.7
BOJ_2026_04,BOJ,2026-04-28,DOC_D9075F0EECD9,speech,Speeches,"Opening Remarks at the 2026 BOJ-IMES Conference Hosted by the Institute for Monetary and Economic Studies, Bank of Japan",UEDA Kazuo,2026-05-27,29,"data\BOJ\Speeches\2026-05-27 - UEDA Kazuo - Opening Remarks at the 2026 BOJ-IMES Conference Hosted by the Institute for Monetary and Economic Studies, Bank of Japan.txt",https://www.boj.or.jp/en/about/press/koen_2026/ko260527a.htm,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_703E3243D8CF,press_conference,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Introductory statement to the press conference (with Q&A)","Christine Lagarde, Luis de Guindos",2021-01-21,0,"data\ECB\Press Conference Q&A\2021-01-21 - Christine Lagarde, Luis de Guindos_ Introductory statement to the press conference (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210121~e601112a72.en.html,press_conference_for_meeting,0.9
ECB_2021_01,ECB,2021-01-21,DOC_DC59BC94B47C,statement,Monetary Policy,Monetary policy decisions,,2021-01-21,0,data\ECB\Monetary Policy\2021-01-21 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210121~eb9154682e.en.html,anchor_statement,1.0
ECB_2021_01,ECB,2021-01-21,DOC_140C243ECBBD,speech,Speeches,Climate change and central banking,Keynote speech by Christine Lagarde,2021-01-25,4,data\ECB\Speeches\2021-01-25 - Keynote speech by Christine Lagarde - Climate change and central banking.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210125~f87e826ca5.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_AEB1CF9E2579,speech,Speeches,The sovereign-bank-corporate nexus – virtuous or vicious?,Speech by Isabel Schnabel,2021-01-28,7,data\ECB\Speeches\2021-01-28 - Speech by Isabel Schnabel - The sovereign-bank-corporate nexus – virtuous or vicious_.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210128~8f5dc86601.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_1CE0171F7CFC,speech,Speeches,European Parliament plenary debate on the ECB Annual Report,Introductory statement by Christine Lagarde,2021-02-08,18,data\ECB\Speeches\2021-02-08 - Introductory statement by Christine Lagarde - European Parliament plenary debate on the ECB Annual Report.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210208~296c27d246.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_F88933276646,speech,Speeches,"Investing in our climate, social and economic resilience: What are the main policy priorities?",Christine Lagarde,2021-02-22,32,"data\ECB\Speeches\2021-02-22 - Christine Lagarde - Investing in our climate, social and economic resilience_ What are the main policy priorities_.txt",https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210222~baf3d08a02.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_92643C7C3F22,speech,Speeches,The compass of monetary policy: favourable financing conditions,The compass of monetary policy,2021-02-25,35,data\ECB\Speeches\2021-02-25 - The compass of monetary policy - The compass of monetary policy_ favourable financing conditions.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210225~7e2955b6e5.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_68F9E4F9833F,speech,Speeches,Unconventional fiscal and monetary policy at the zero lower bound,Isabel Schnabel,2021-02-26,36,data\ECB\Speeches\2021-02-26 - Isabel Schnabel - Unconventional fiscal and monetary policy at the zero lower bound.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210226~ff6ad267d4.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_1CF060C04938,speech,Speeches,Macroprudential policy after the COVID-19 pandemic,,2021-03-01,39,data\ECB\Speeches\2021-03-01 - Macroprudential policy after the COVID-19 pandemic.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210301~207a2ecf7e.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_CA3047521E70,speech,Speeches,Mind the gap(s): monetary policy and the way out of the pandemic,Mind the gap(s),2021-03-02,40,data\ECB\Speeches\2021-03-02 - Mind the gap(s) - Mind the gap(s)_ monetary policy and the way out of the pandemic.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210302~b618d33987.en.html,speech_after_meeting,0.7
ECB_2021_01,ECB,2021-01-21,DOC_D41968469462,speech,Speeches,Central clearing and the changing landscape,Fabio Panetta,2021-03-03,41,data\ECB\Speeches\2021-03-03 - Fabio Panetta - Central clearing and the changing landscape.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210303~3a3d6522b0.en.html,speech_after_meeting,0.7
ECB_2021_03,ECB,2021-03-11,DOC_C73C73EEB630,press_conference,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Introductory statement to the press conference (with Q&A)","Christine Lagarde, Luis de Guindos",2021-03-11,0,"data\ECB\Press Conference Q&A\2021-03-11 - Christine Lagarde, Luis de Guindos_ Introductory statement to the press conference (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210311~d368d7151a.en.html,press_conference_for_meeting,0.9
ECB_2021_03,ECB,2021-03-11,DOC_B8E1D0741044,statement,Monetary Policy,Monetary policy decisions,,2021-03-11,0,data\ECB\Monetary Policy\2021-03-11 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210311~35ba71f535.en.html,anchor_statement,1.0
ECB_2021_03,ECB,2021-03-11,DOC_E354C92ED449,speech,Speeches,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,Introductory statement by Christine Lagarde,2021-03-18,7,data\ECB\Speeches\2021-03-18 - Introductory statement by Christine Lagarde - Hearing of the Committee on Economic and Monetary Affairs of the European Parliament.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210318~c9815a6845.en.html,speech_after_meeting,0.7
